src,dst,product
BELLCO DRUG CORP,MEDICO PHARMACY #9904 (TX),
GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #7663 (CA),
BELLCO DRUG CORP,FAMILY CARE PHARMACY #2731 (OH),
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #2252 (IA),
AMERISOURCEBERGEN DRUG CORP,HEALTH MART PHARMACY #9612 (IN),
PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #7736 (HI),
PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #2361 (MN),
NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #9368 (VT),
GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #9833 (TN),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #6539 (NH),
KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #6231 (OR),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #1125 (MA),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #3694 (FL),
KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #1584 (GA),
KINRAY LLC,MAIN STREET PHARMACY #5622 (ID),
BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #2428 (AK),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #2176 (NV),
BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #8281 (UT),
AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #2043 (NH),
NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #5346 (MA),
ANDA INC,HOMETOWN PHARMACY #4421 (IL),
MCKESSON CORPORATION,WALMART PHARMACY #8383 (UT),
KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #2995 (MA),
MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #7556 (AK),
ANDA INC,PEOPLES PHARMACY #7557 (OH),
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #4789 (NJ),
AMERISOURCEBERGEN DRUG CORP,GOOD NEIGHBOR PHARMACY #5066 (NV),
GULF COAST MEDICAL SUPPLY,WALGREENS #1233 (SC),
BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #5108 (MI),
AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #4770 (MT),
CARDINAL HEALTH INC,HEALTH MART PHARMACY #9934 (OR),
MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #5515 (NV),
HENRY SCHEIN INC,WALMART PHARMACY #8931 (VA),
NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #9562 (MN),
HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #8247 (MN),
HENRY SCHEIN INC,HARRIS TEETER PHARMACY #5905 (MO),
MIAMI-LUKEN INC,PUBLIX PHARMACY #6343 (IN),
PRESCRIPTION SUPPLY INC,KROGER PHARMACY #4496 (MD),
DIRECT RX,QUALITY CARE PHARMACY #5919 (ID),
HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #9274 (CT),
KINRAY LLC,CORNER DRUG STORE #2997 (IN),
AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #8225 (OR),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #8038 (SD),
BELLCO DRUG CORP,HARRIS TEETER PHARMACY #8735 (WI),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #9889 (WA),
ANDA INC,KROGER PHARMACY #9281 (GA),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #6354 (SC),
DIRECT RX,PUBLIX PHARMACY #6448 (NE),
AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #9210 (IA),
PRESCRIPTION SUPPLY INC,RITE AID #5094 (NE),
BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #9454 (NM),
HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #9773 (SD),
KEYSOURCE MEDICAL INC,WALMART PHARMACY #9266 (IN),
VALUEDRUGCO,CVS PHARMACY #7287 (MI),
ANDA INC,CVS PHARMACY #8170 (MT),
AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #1038 (NJ),
NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #6271 (AR),
MCKESSON CORPORATION,MAIN STREET PHARMACY #2581 (NE),
BELLCO DRUG CORP,COMMUNITY PHARMACY #3509 (MD),
BELLCO DRUG CORP,FAMILY CARE PHARMACY #5108 (OR),
MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #3994 (DE),
BELLCO DRUG CORP,HOMETOWN PHARMACY #2773 (SD),
HENRY SCHEIN INC,HEALTH MART PHARMACY #5897 (AL),
KINRAY LLC,PUBLIX PHARMACY #1993 (CO),
SMITH DRUG COMPANY,KROGER PHARMACY #7504 (MN),
DAKOTA DRUG INC,CVS PHARMACY #9337 (AZ),
NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #2370 (AZ),
GULF COAST MEDICAL SUPPLY,CVS PHARMACY #2361 (MN),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #8014 (WY),
GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #3035 (NY),
SMITH DRUG COMPANY,VILLAGE PHARMACY #8894 (WI),
GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #9066 (SC),
ANDA INC,HEALTH MART PHARMACY #1722 (WY),
HENRY SCHEIN INC,FAMILY CARE PHARMACY #6098 (NV),
KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #9681 (MD),
DIRECT RX,CORNER DRUG STORE #7541 (NE),
SMITH DRUG COMPANY,QUALITY CARE PHARMACY #8576 (VT),
PRESCRIPTION SUPPLY INC,WALMART PHARMACY #8430 (SD),
HENRY SCHEIN INC,CORNER DRUG STORE #2632 (NV),
BURLINGTON DRUG COMPANY INC,RITE AID #4103 (MS),
PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #6466 (NM),
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #6321 (TX),
DIRECT RX,MEDICO PHARMACY #2821 (FL),
DAKOTA DRUG INC,KROGER PHARMACY #6438 (KS),
AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #1770 (OR),
GULF COAST MEDICAL SUPPLY,RITE AID #1211 (AZ),
CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #8821 (AL),
HD SMITH WHOLESALE DRUG CO,WALMART PHARMACY #2368 (DE),
DAKOTA DRUG INC,PEOPLES PHARMACY #2825 (IA),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #2079 (NH),
NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #3804 (KY),
MCKESSON CORPORATION,KROGER PHARMACY #9976 (WY),
BELLCO DRUG CORP,QUALITY CARE PHARMACY #1416 (WY),
PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #3285 (MN),
HENRY SCHEIN INC,SUNRISE PHARMACY #1845 (LA),
MCKESSON CORPORATION,KROGER PHARMACY #3779 (SC),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #5241 (NH),
GULF COAST MEDICAL SUPPLY,CVS PHARMACY #2485 (OH),
BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #6888 (ME),
HENRY SCHEIN INC,VILLAGE PHARMACY #3493 (AK),
GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #8930 (ID),
HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #2099 (NJ),
MCKESSON CORPORATION,CORNER DRUG STORE #2632 (NV),
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #8462 (AZ),
HENRY SCHEIN INC,KROGER PHARMACY #5346 (MA),
VALUEDRUGCO,HOMETOWN PHARMACY #8463 (NY),
DIRECT RX,RITE AID #1394 (FL),
GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #2154 (SC),
BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #4363 (OK),
HENRY SCHEIN INC,HEALTH MART PHARMACY #9073 (NY),
KINRAY LLC,WALGREENS #8885 (WI),
DIRECT RX,WINN-DIXIE PHARMACY #2552 (RI),
SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #4789 (NJ),
SMITH DRUG COMPANY,MEDICO PHARMACY #1111 (SC),
HENRY SCHEIN INC,QUALITY CARE PHARMACY #8571 (NV),
VALUEDRUGCO,MAIN STREET PHARMACY #1443 (ME),
AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #3168 (MT),
KINRAY LLC,CORNER DRUG STORE #9971 (WY),
BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #8558 (MA),
AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #2985 (FL),
MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #5454 (LA),
GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #8657 (GA),
VALUEDRUGCO,PUBLIX PHARMACY #2234 (VA),
SMITH DRUG COMPANY,MAIN STREET PHARMACY #2208 (PA),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #5037 (UT),
KINRAY LLC,QUALITY CARE PHARMACY #6709 (MD),
MIAMI-LUKEN INC,SUNRISE PHARMACY #7190 (WA),
BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #4396 (HI),
DAKOTA DRUG INC,SUNRISE PHARMACY #1937 (TN),
ANDA INC,CVS PHARMACY #3927 (SD),
NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #7025 (OH),
BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #5077 (VA),
DAKOTA DRUG INC,MAIN STREET PHARMACY #2472 (ND),
HENRY SCHEIN INC,MEDICO PHARMACY #2284 (GA),
GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #2679 (MT),
DIRECT RX,FAMILY CARE PHARMACY #5991 (SC),
KINRAY LLC,WALGREENS #8516 (MO),
CARDINAL HEALTH INC,CORNER DRUG STORE #6054 (OR),
DAKOTA DRUG INC,HEALTH MART PHARMACY #8164 (MO),
BELLCO DRUG CORP,RITE AID #3210 (VA),
ANDA INC,MEDICO PHARMACY #5873 (MI),
HD SMITH WHOLESALE DRUG CO,SUNRISE PHARMACY #9718 (HI),
MCKESSON CORPORATION,HEALTH MART PHARMACY #6733 (MO),
DAKOTA DRUG INC,FAMILY CARE PHARMACY #4742 (OH),
ANDA INC,HEALTH MART PHARMACY #1614 (GA),
HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #3071 (GA),
HENRY SCHEIN INC,PEOPLES PHARMACY #1530 (NM),
NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #3667 (AK),
DIRECT RX,MAIN STREET PHARMACY #2581 (NE),
ANDA INC,HEALTH MART PHARMACY #7699 (NY),
AMERISOURCEBERGEN DRUG CORP,WALGREENS #8369 (SC),
AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #8165 (IL),
KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #9369 (SD),
MIAMI-LUKEN INC,HEALTH MART PHARMACY #1614 (GA),
VALUEDRUGCO,RITE AID #6846 (TX),
PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #9612 (IN),
PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #2396 (NY),
HENRY SCHEIN INC,RITE AID #2643 (LA),
DAKOTA DRUG INC,VILLAGE PHARMACY #1009 (NE),
MIAMI-LUKEN INC,RITE AID #9137 (GA),
PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #4022 (ND),
MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #5125 (CO),
MIAMI-LUKEN INC,FAMILY CARE PHARMACY #2985 (FL),
PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #8476 (PA),
GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #9318 (AL),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #5125 (CO),
DAKOTA DRUG INC,HEALTH MART PHARMACY #8655 (HI),
DIRECT RX,CORNER DRUG STORE #5511 (VT),
ANDA INC,MEDICO PHARMACY #8860 (ND),
MCKESSON CORPORATION,FAMILY CARE PHARMACY #7659 (ME),
MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #9198 (MS),
DAKOTA DRUG INC,WALGREENS #4391 (MD),
CARDINAL HEALTH INC,MAIN STREET PHARMACY #7155 (VT),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #7541 (SC),
DIRECT RX,WALGREENS #9211 (LA),
BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #1775 (CT),
KEYSOURCE MEDICAL INC,MEDICO PHARMACY #9698 (PA),
DIRECT RX,VILLAGE PHARMACY #9199 (TX),
BELLCO DRUG CORP,WALMART PHARMACY #2043 (NH),
PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #4316 (MA),
BURLINGTON DRUG COMPANY INC,WALGREENS #8524 (OR),
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #4074 (HI),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #2788 (ID),
KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #2073 (WI),
SMITH DRUG COMPANY,VILLAGE PHARMACY #7158 (OH),
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #5200 (UT),
VALUEDRUGCO,SUNRISE PHARMACY #8028 (LA),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #7158 (OH),
HENRY SCHEIN INC,WINN-DIXIE PHARMACY #4694 (OH),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #6380 (KS),
DAKOTA DRUG INC,WALGREENS #3378 (GA),
PRESCRIPTION SUPPLY INC,WALGREENS #2979 (FL),
HENRY SCHEIN INC,MAIN STREET PHARMACY #8562 (MO),
ANDA INC,COMMUNITY PHARMACY #7725 (ME),
MORRIS & DICKSON CO LLC,MEDICO PHARMACY #9569 (ND),
KEYSOURCE MEDICAL INC,WALMART PHARMACY #8473 (RI),
DAKOTA DRUG INC,VILLAGE PHARMACY #3294 (MD),
BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #2370 (MA),
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #4182 (NV),
DAKOTA DRUG INC,CORNER DRUG STORE #8634 (AZ),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #8003 (OR),
BELLCO DRUG CORP,PEOPLES PHARMACY #4114 (MN),
SMITH DRUG COMPANY,MAIN STREET PHARMACY #2887 (NY),
DAKOTA DRUG INC,SUNRISE PHARMACY #4372 (TX),
AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #5481 (AK),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #6589 (GA),
KEYSOURCE MEDICAL INC,WALMART PHARMACY #5920 (FL),
AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #7237 (KS),
BELLCO DRUG CORP,SUNRISE PHARMACY #1914 (OR),
HENRY SCHEIN INC,SUNRISE PHARMACY #9264 (RI),
AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #5706 (MT),
HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #8452 (WA),
KINRAY LLC,RITE AID #8888 (NY),
NATIONAL WHOLESALE DRUG CO INC,WALGREENS #1013 (NH),
VALUEDRUGCO,HARRIS TEETER PHARMACY #3685 (MA),
GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #4802 (SD),
PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #9580 (AK),
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #5225 (WA),
BELLCO DRUG CORP,PEOPLES PHARMACY #4578 (MS),
GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #1653 (HI),
DIRECT RX,CORNER DRUG STORE #4270 (SC),
PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #2392 (OK),
MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #9066 (SC),
MCKESSON CORPORATION,PEOPLES PHARMACY #3168 (MT),
GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #1595 (SD),
HENRY SCHEIN INC,MAIN STREET PHARMACY #8869 (AL),
ANDA INC,WALMART PHARMACY #5220 (ME),
GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #8140 (WA),
GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #9423 (NM),
SMITH DRUG COMPANY,FAMILY CARE PHARMACY #7641 (AL),
NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #9917 (KS),
MCKESSON CORPORATION,HEALTH MART PHARMACY #9020 (AL),
SMITH DRUG COMPANY,MAIN STREET PHARMACY #6319 (OH),
AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #6231 (OR),
BELLCO DRUG CORP,WINN-DIXIE PHARMACY #4022 (ND),
MIAMI-LUKEN INC,WALGREENS #2082 (LA),
VALUEDRUGCO,VILLAGE PHARMACY #3051 (SD),
AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #6630 (SD),
GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #3580 (SD),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #1915 (AZ),
PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #5364 (SD),
HENRY SCHEIN INC,QUALITY CARE PHARMACY #6882 (CA),
CARDINAL HEALTH INC,QUALITY CARE PHARMACY #8047 (TX),
HENRY SCHEIN INC,KROGER PHARMACY #9142 (OH),
AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #7985 (AK),
HENRY SCHEIN INC,QUALITY CARE PHARMACY #7585 (ID),
MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #8389 (RI),
BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #9368 (VT),
PENN PHARMACEUTICAL SERVICES INC,WALGREENS #4290 (MD),
BELLCO DRUG CORP,RITE AID #9460 (WA),
GULF COAST MEDICAL SUPPLY,RITE AID #5248 (NV),
SMITH DRUG COMPANY,PEOPLES PHARMACY #9540 (HI),
KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #3051 (SD),
BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #9396 (VA),
HD SMITH WHOLESALE DRUG CO,GOOD NEIGHBOR PHARMACY #6303 (MD),
PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #1915 (DE),
KEYSOURCE MEDICAL INC,CVS PHARMACY #9580 (KS),
VALUEDRUGCO,FAMILY CARE PHARMACY #8944 (CA),
MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #2219 (NM),
NATIONAL WHOLESALE DRUG CO INC,WALGREENS #4628 (WA),
MCKESSON CORPORATION,PEOPLES PHARMACY #6398 (AR),
NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #1883 (IN),
MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #1814 (OR),
BELLCO DRUG CORP,HOMETOWN PHARMACY #4702 (OK),
BELLCO DRUG CORP,WALGREENS #1285 (WI),
PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #6205 (CA),
DAKOTA DRUG INC,CVS PHARMACY #5032 (RI),
KINRAY LLC,WINN-DIXIE PHARMACY #9056 (CA),
VALUEDRUGCO,SUNRISE PHARMACY #6324 (HI),
HENRY SCHEIN INC,CORNER DRUG STORE #9547 (DE),
VALUEDRUGCO,RITE AID #5521 (NE),
ANDA INC,QUALITY CARE PHARMACY #5118 (MD),
NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #5077 (CT),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #1103 (AK),
MCKESSON CORPORATION,KROGER PHARMACY #9142 (OH),
NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #4854 (WY),
DIRECT RX,CORNER DRUG STORE #7018 (MO),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #6032 (SC),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #7794 (MA),
MCKESSON CORPORATION,QUALITY CARE PHARMACY #8690 (FL),
BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #7166 (WA),
CARDINAL HEALTH INC,MEDICO PHARMACY #7420 (NM),
SMITH DRUG COMPANY,PEOPLES PHARMACY #8235 (MT),
ANDA INC,HARRIS TEETER PHARMACY #8439 (MD),
VALUEDRUGCO,KROGER PHARMACY #7794 (MA),
DIRECT RX,MEDICO PHARMACY #2099 (NJ),
DIRECT RX,WALMART PHARMACY #8242 (NJ),
MORRIS & DICKSON CO LLC,CORNER DRUG STORE #6200 (PA),
ANDA INC,PEOPLES PHARMACY #5509 (MN),
BELLCO DRUG CORP,WALMART PHARMACY #4015 (SC),
SMITH DRUG COMPANY,HOMETOWN PHARMACY #9525 (SC),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #8987 (ME),
VALUEDRUGCO,CVS PHARMACY #2485 (OH),
AMERISOURCEBERGEN DRUG CORP,WALGREENS #8885 (WI),
PRESCRIPTION SUPPLY INC,MEDICO PHARMACY #9569 (ND),
HENRY SCHEIN INC,MAIN STREET PHARMACY #1443 (ME),
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #8561 (NM),
KEYSOURCE MEDICAL INC,WALGREENS #8369 (SC),
BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #5584 (MN),
GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #3535 (ID),
BELLCO DRUG CORP,QUALITY CARE PHARMACY #3743 (DE),
SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #7007 (HI),
KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #9538 (OH),
MORRIS & DICKSON CO LLC,HEALTH MART PHARMACY #8816 (AR),
BELLCO DRUG CORP,VILLAGE PHARMACY #8618 (LA),
KINRAY LLC,CVS PHARMACY #8191 (VT),
PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #3290 (NE),
GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #1667 (MI),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #5019 (OR),
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #4198 (PA),
KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #8648 (HI),
BELLCO DRUG CORP,MEDICO PHARMACY #3698 (MS),
AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #1667 (MI),
HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #5108 (OR),
KEYSOURCE MEDICAL INC,CORNER DRUG STORE #3604 (VA),
MCKESSON CORPORATION,FAMILY CARE PHARMACY #1694 (DE),
SMITH DRUG COMPANY,MAIN STREET PHARMACY #8777 (MI),
MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #1031 (MS),
VALUEDRUGCO,HOMETOWN PHARMACY #6572 (WA),
KEYSOURCE MEDICAL INC,CVS PHARMACY #3927 (SD),
HENRY SCHEIN INC,RITE AID #2098 (HI),
SMITH DRUG COMPANY,PEOPLES PHARMACY #8598 (TX),
NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #2176 (NV),
SMITH DRUG COMPANY,HOMETOWN PHARMACY #2773 (SD),
DAKOTA DRUG INC,PEOPLES PHARMACY #2093 (AR),
HD SMITH WHOLESALE DRUG CO,KROGER PHARMACY #9531 (NJ),
ANDA INC,WINN-DIXIE PHARMACY #7007 (HI),
CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #5937 (WY),
VALUEDRUGCO,WALGREENS #7353 (OK),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #7354 (RI),
KINRAY LLC,RITE AID #6858 (AK),
AMERISOURCEBERGEN DRUG CORP,KROGER PHARMACY #6580 (OH),
KINRAY LLC,WALMART PHARMACY #9631 (NE),
GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #1524 (OK),
CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #2150 (CA),
BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #5417 (HI),
ANDA INC,MAIN STREET PHARMACY #9827 (NH),
PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #4870 (AR),
KINRAY LLC,WINN-DIXIE PHARMACY #9579 (CO),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #3495 (GA),
BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #8462 (MO),
GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #7184 (NH),
NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #7171 (MA),
MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #1221 (MI),
PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #5108 (MI),
HENRY SCHEIN INC,WALGREENS #3924 (NV),
DIRECT RX,COMMUNITY PHARMACY #1716 (UT),
MCKESSON CORPORATION,PEOPLES PHARMACY #1274 (IL),
PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #6537 (MT),
SMITH DRUG COMPANY,MEDICO PHARMACY #5021 (MT),
MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #3668 (MS),
GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #2264 (WI),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #7858 (TX),
HENRY SCHEIN INC,CORNER DRUG STORE #6667 (AL),
HD SMITH WHOLESALE DRUG CO,GOOD NEIGHBOR PHARMACY #5650 (PA),
MIAMI-LUKEN INC,FAMILY CARE PHARMACY #8358 (KS),
BURLINGTON DRUG COMPANY INC,RITE AID #2098 (HI),
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #8587 (ID),
VALUEDRUGCO,FAMILY CARE PHARMACY #9932 (MI),
CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #6942 (ME),
HENRY SCHEIN INC,CVS PHARMACY #7762 (OK),
MIAMI-LUKEN INC,VILLAGE PHARMACY #2851 (TX),
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #4568 (WA),
VALUEDRUGCO,PUBLIX PHARMACY #8281 (UT),
ANDA INC,HARRIS TEETER PHARMACY #7897 (ID),
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #5483 (HI),
HENRY SCHEIN INC,WINN-DIXIE PHARMACY #8389 (RI),
HENRY SCHEIN INC,SUNRISE PHARMACY #6210 (NH),
DAKOTA DRUG INC,WALGREENS #8394 (IL),
MORRIS & DICKSON CO LLC,MEDICO PHARMACY #7663 (CA),
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #4015 (SC),
BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #8085 (OH),
BURLINGTON DRUG COMPANY INC,WALGREENS #4384 (NY),
VALUEDRUGCO,FAMILY CARE PHARMACY #4016 (NH),
ANDA INC,MEDICO PHARMACY #9907 (CT),
VALUEDRUGCO,SUNRISE PHARMACY #8606 (MN),
HENRY SCHEIN INC,MAIN STREET PHARMACY #5871 (OR),
KINRAY LLC,GOOD NEIGHBOR PHARMACY #9662 (CO),
CARDINAL HEALTH INC,COMMUNITY PHARMACY #6388 (ME),
MIAMI-LUKEN INC,RITE AID #2280 (MD),
KINRAY LLC,PEOPLES PHARMACY #5739 (CO),
DAKOTA DRUG INC,COMMUNITY PHARMACY #6495 (IA),
