manufacturer,disrupted_node,retailer,retailer_state,severity,no_listed_backup,action,entity,route,entity_risk,entity_capacity,entity_state_share,plan_score,activation_days,est_recovery_days,baseline_days_no_graph,days_saved_vs_no_graph
PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,WALGREENS #4290 (MD),MD,1,False,T1_REROUTE_EXISTING,DIRECT RX,PURDUE PHARMA LP -> DIRECT RX -> WALGREENS #4290 (MD),0.8585,0.1504,0.0075,0.0901,1.5,24.7,34.1,0.0
LANNETT COMPANY INC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #9324 (MD),MD,2,False,T1_REROUTE_EXISTING,BURLINGTON DRUG COMPANY INC,LANNETT COMPANY INC -> BURLINGTON DRUG COMPANY INC -> FAMILY CARE PHARMACY #9324 (MD),0.8768,0.1637,0.0127,0.0891,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,WALGREENS #1285 (WI),WI,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,MYLAN PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> WALGREENS #1285 (WI),0.8652,0.1959,0.0024,0.0971,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,BELLCO DRUG CORP,QUALITY CARE PHARMACY #4645 (VA),VA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #4645 (VA),0.9815,1.0,0.0162,0.2629,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,WALMART PHARMACY #6240 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6240 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #1707 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #1707 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,PRESCRIPTION SUPPLY INC,RITE AID #9223 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> RITE AID #9223 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #9397 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9397 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #5479 (WA),WA,2,False,T1_REROUTE_EXISTING,BURLINGTON DRUG COMPANY INC,AMNEAL PHARMACEUTICALS LLC -> BURLINGTON DRUG COMPANY INC -> CVS PHARMACY #5479 (WA),0.8768,0.1637,0.0292,0.0957,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,DAKOTA DRUG INC,WALGREENS #7469 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> WALGREENS #7469 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,WALGREENS #4290 (MD),MD,1,False,T1_REROUTE_EXISTING,DIRECT RX,JANSSEN PHARMACEUTICALS INC -> DIRECT RX -> WALGREENS #4290 (MD),0.8585,0.1504,0.0075,0.0901,1.5,24.7,34.1,0.0
JANSSEN PHARMACEUTICALS INC,CARDINAL HEALTH INC,MEDICO PHARMACY #6767 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6767 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #3473 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #3473 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #9397 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9397 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
PURDUE PHARMA LP,VALUEDRUGCO,HARRIS TEETER PHARMACY #6758 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6758 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #3657 (CO),CO,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,HIKMA PHARMACEUTICALS -> DAKOTA DRUG INC -> QUALITY CARE PHARMACY #3657 (CO),0.8719,0.1818,0.0071,0.0931,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,DIRECT RX,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6129 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,SMITH DRUG COMPANY,KROGER PHARMACY #2900 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> KROGER PHARMACY #2900 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,KINRAY LLC,WALMART PHARMACY #6240 (NC),NC,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6240 (NC),0.9815,1.0,0.0471,0.2753,1.5,24.7,34.1,0.0
HIKMA PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #9405 (MN),MN,3,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,HIKMA PHARMACEUTICALS -> MCKESSON CORPORATION -> COMMUNITY PHARMACY #9405 (MN),0.8788,0.1815,0.0275,0.0988,1.5,74.3,102.0,0.0
PAR PHARMACEUTICAL INC,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6272 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #8090 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #8090 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #1096 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #1096 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #1614 (NM),NM,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> CVS PHARMACY #1614 (NM),0.9815,1.0,0.0023,0.2574,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,CARDINAL HEALTH INC,WALMART PHARMACY #9392 (NM),NM,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> WALMART PHARMACY #9392 (NM),0.9815,1.0,0.0023,0.2574,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #8999 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #8999 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,DAKOTA DRUG INC,KROGER PHARMACY #1887 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> KROGER PHARMACY #1887 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,DAKOTA DRUG INC,WALMART PHARMACY #6240 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6240 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6272 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,ANDA INC,FAMILY CARE PHARMACY #6977 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #6977 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
TEVA PHARMACEUTICALS USA INC,BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6129 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
SUN PHARMA GLOBAL INC,ANDA INC,VILLAGE PHARMACY #3562 (IA),IA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #3562 (IA),0.9815,1.0,0.0077,0.2596,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,CVS PHARMACY #1417 (IA),IA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> CVS PHARMACY #1417 (IA),0.9815,1.0,0.0077,0.2596,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,MCKESSON CORPORATION,PUBLIX PHARMACY #2055 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #2055 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #9550 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #9550 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6272 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #1998 (VT),VT,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #1998 (VT),0.9815,1.0,0.0021,0.2573,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #1887 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> KROGER PHARMACY #1887 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #8469 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8469 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #6767 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6767 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,DAKOTA DRUG INC,WINN-DIXIE PHARMACY #6720 (AR),AR,2,False,T1_REROUTE_EXISTING,ANDA INC,CADISTA PHARMACEUTICALS INC -> ANDA INC -> WINN-DIXIE PHARMACY #6720 (AR),0.8679,0.1459,0.0033,0.0841,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,MCKESSON CORPORATION,HARRIS TEETER PHARMACY #6063 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6063 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
SUN PHARMA GLOBAL INC,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #8469 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8469 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,SUNRISE PHARMACY #8999 (NC),NC,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #8999 (NC),0.9815,1.0,0.0471,0.2753,1.5,24.7,34.1,0.0
WATSON LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #4645 (VA),VA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #4645 (VA),0.9815,1.0,0.0162,0.2629,1.5,24.7,34.1,0.0
AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,WALMART PHARMACY #4463 (AK),AK,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> WALMART PHARMACY #4463 (AK),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,QUALITY CARE PHARMACY #8199 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #8199 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,VILLAGE PHARMACY #9397 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9397 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,KEYSOURCE MEDICAL INC,HOMETOWN PHARMACY #3982 (MO),MO,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #3982 (MO),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #2590 (PA),PA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #2590 (PA),0.9815,1.0,0.0219,0.2652,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,VALUEDRUGCO,PEOPLES PHARMACY #6007 (WV),WV,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #6007 (WV),0.9815,1.0,0.5743,0.4862,1.5,24.7,34.1,0.0
ABBOTT LABORATORIES,NATIONAL WHOLESALE DRUG CO INC,HARRIS TEETER PHARMACY #6758 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6758 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #8896 (PA),PA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #8896 (PA),0.9815,1.0,0.0219,0.2652,1.5,24.7,34.1,0.0
QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,CVS PHARMACY #1577 (AR),AR,2,False,T1_REROUTE_EXISTING,BURLINGTON DRUG COMPANY INC,QUALITEST PHARMACEUTICALS -> BURLINGTON DRUG COMPANY INC -> CVS PHARMACY #1577 (AR),0.8768,0.1637,0.0034,0.0854,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #4985 (TN),TN,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #4985 (TN),0.9815,1.0,0.0288,0.268,1.5,24.7,34.1,0.0
ACTAVIS PHARMA INC,CARDINAL HEALTH INC,PEOPLES PHARMACY #6007 (WV),WV,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #6007 (WV),0.9815,1.0,0.5743,0.4862,1.5,24.7,34.1,0.0
CADISTA PHARMACEUTICALS INC,BELLCO DRUG CORP,VILLAGE PHARMACY #1707 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #1707 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,KINRAY LLC,CORNER DRUG STORE #7018 (MO),MO,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> CORNER DRUG STORE #7018 (MO),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,DAKOTA DRUG INC,PUBLIX PHARMACY #2055 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #2055 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #6507 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #6507 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
RHODES TECHNOLOGIES,DAKOTA DRUG INC,HOMETOWN PHARMACY #8152 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8152 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #6063 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6063 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #3473 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #3473 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,HENRY SCHEIN INC,RITE AID #7348 (UT),UT,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,ABBOTT LABORATORIES -> CARDINAL HEALTH INC -> RITE AID #7348 (UT),0.8652,0.1959,0.012,0.1009,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #3782 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #3782 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,BELLCO DRUG CORP,PEOPLES PHARMACY #2912 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #2912 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,MIAMI-LUKEN INC,PUBLIX PHARMACY #8639 (OH),OH,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,ABBOTT LABORATORIES -> CARDINAL HEALTH INC -> PUBLIX PHARMACY #8639 (OH),0.8652,0.1959,0.0552,0.1182,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #2866 (PA),PA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #2866 (PA),0.9815,1.0,0.0219,0.2652,1.5,74.3,102.0,0.0
JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #9397 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9397 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #1339 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #1339 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,DIRECT RX,KROGER PHARMACY #1010 (TX),TX,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> KROGER PHARMACY #1010 (TX),0.9815,1.0,0.0019,0.2572,1.5,24.7,34.1,0.0
RHODES TECHNOLOGIES,DIRECT RX,WINN-DIXIE PHARMACY #6849 (MD),MD,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,RHODES TECHNOLOGIES -> CARDINAL HEALTH INC -> WINN-DIXIE PHARMACY #6849 (MD),0.8652,0.1959,0.0087,0.0996,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,MIAMI-LUKEN INC,PEOPLES PHARMACY #6990 (OH),OH,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,ABBOTT LABORATORIES -> CARDINAL HEALTH INC -> PEOPLES PHARMACY #6990 (OH),0.8652,0.1959,0.0552,0.1182,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6129 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #2055 (NC),NC,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #2055 (NC),0.9815,1.0,0.0471,0.2753,1.5,24.7,34.1,0.0
ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #6387 (NC),NC,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #6387 (NC),0.9815,1.0,0.0471,0.2753,1.5,24.7,34.1,0.0
MYLAN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #6466 (NM),NM,2,False,T1_REROUTE_EXISTING,AMERISOURCEBERGEN DRUG CORP,MYLAN PHARMACEUTICALS INC -> AMERISOURCEBERGEN DRUG CORP -> HEALTH MART PHARMACY #6466 (NM),0.8802,0.1309,0.0029,0.0758,1.5,49.5,67.9,0.0
